PWSID	SystemName	Group	County	OwnerTypeDesc	ResPop	ResConn	TotalConn	ApprovSvcs	EffectiveDate	PWSAddress1	PWSCity	WSState	WSZipCode
99149	DRAKE	B	KITSAP	Investor	5	2	2	4	07/01/1978	12201 NE OLIVE DR	KINGSTON	WA	98346
99285	MADDEN WATER SYSTEM	B	BENTON	Association	20	7	7	13	07/01/1978	8 W SUNRISE PR NW	BENTON CITY	WA	99320
99330	YE OLD COUNTRY STORE	B	STEVENS	Private	7	1	2	0	01/01/1970	4586 HWY 25 S	HUNTERS	WA	99137
99410	CARLTON RESTAURANT & RV PARK	B	OKANOGAN	Private	2	1	13	0	01/01/1970	PO BOX 208	CARLTON	WA	98814
99420	"YOUNG,D S"	B	KING	Private	5	2	2	0	01/01/1970	40607 306 AVE S	ENUMCLAW	WA	98022
99430	"YOUNG,G"	B	KING	Investor	8	3	3	0	01/01/1970	17820 SE 285	KENT	WA	98031
99490	YOUNG-PEDERRI	B	KING	Investor	5	2	2	0	01/01/1970	24323 NE 80TH PL	REDMOND	WA	98052
99510	"YOUNG,WESLEY"	B	KING	Private	3	1	1	0	01/01/1970	22 W GRIFFEN CREEK ROAD NE	CARNATION	WA	98014
99760	DWINELLS VISUAL SYSTEMS	B	YAKIMA	Investor	0	0	1	0	02/22/2008	1112 E NOB HILL BLVD	YAKIMA	WA	98901
99850	MORRIS WATER	B	KITSAP	Investor	8	3	3	0	07/01/1978	66 PETER HAGAN ROAD NW	BREMERTON	WA	98312
99900	ZYLSTRA / LAMPERT MEATS	B	KING	Investor	10	4	4	0	01/01/1970	PO BOX 82	DUVALL	WA	98019
AA002	HUSUM HIGHLAND B&B	B	KLICKITAT	Investor	0	0	1	2	05/20/2002	PO BOX 235	HUSUM	WA	98623
AA003	COPALIS BEACH POST OFFICE	B	GRAYS HARBOR	Private	0	0	1	0	05/24/2002	731 COPALIS BEACH RD	COPALIS BEACH	WA	98535
AA004	PARADISE	B	MASON	Private	11	3	3	4	05/24/2002	3861 NE BEAR CREEK DEWATTO RD	BELFAIR	WA	98528
AA007	QUINNETT / LYONS WATER SYSTEM	B	KING	Private	15	6	6	6	05/29/2002	38207 48TH AVE S	AUBURN	WA	98001
AA009	MPD WATER SYSTEM	B	KING	Private	15	6	6	6	05/29/2002	24629 SE 384TH	ENUMCLAW	WA	98022
AA010	"RIVERA, ERIC"	B	CLARK	Private	7	2	2	2	05/30/2002	34704 NW 21ST AVE	LA CENTER	WA	98629
AA013	"HUNTER, RICHARD"	B	CLARK	Private	7	2	2	2	05/31/2002	405 NE BLAIR RD	WASHOUGAL	WA	98671
AA014	"HIXSON, STEVE AND KIM"	B	CLARK	Private	4	2	2	2	05/31/2002	2805 NW 309TH ST	RIDGEFIELD	WA	98642
AA015	"SCYMANSKI, GLEN"	B	CLARK	Private	9	2	2	9	05/31/2002	2501 NE 259TH AVE	CAMAS	WA	98607
AA016	"MOULTON, ROBERT"	B	CLARK	Private	4	2	2	2	05/31/2002	8217 NE CEDAR CREEK RD	WOODLAND	WA	98674
AA017	NIE	B	CLARK	Private	5	1	1	3	06/03/2002	24900 NE 219TH ST	BATTLE GROUND	WA	98604
AA018	"PACHL, CLEMENT"	B	CLARK	Private	9	3	3	3	06/03/2002	P.O. BOX 184	ILLWACO	WA	98624
AA019	"VALENZUELA, MARIO"	B	CLARK	Private	2	2	2	2	08/08/2002	21917 NE 37TH AVE	RIDGEFIELD	WA	98642
AA021	"WOOLDRIDGE, JAMES"	B	CLARK	Private	8	3	3	3	06/03/2002	613 NW 209TH ST	RIDGEFIELD	WA	98642
AA023	THOMPSON NO 1	B	CLALLAM	Private	3	1	1	0	06/04/2002	503 SECOR RD	SEQUIM	WA	98382
AA024	TWIN BARNS	B	CLALLAM	Private	12	3	3	5	06/04/2002	PO BOX 670	CARLSBORG	WA	98324
AA025	GARDEN OF EDEN VALLEY	B	CLALLAM	Private	5	2	2	0	06/07/2002	600 E PARK AVE	PORT ANGELES	WA	98362
AA026	HAVEN WATER SYSTEM	B	SNOHOMISH	Investor	2	1	2	2	07/25/2002	20614 6TH PL W	LYNNWOOD	WA	98036
AA028	KOLLER	B	GRANT	Association	7	4	5	4	06/11/2002	4274 RD F NE	MOSES LAKE	WA	98837
AA030	CORRAL CREEK RANCH -  PHASE 1	B	DOUGLAS	Association	1	1	1	4	06/11/2002	PO BOX 724	CHELAN	WA	98816
AA031	"PEREZ, JESUS WATER SYSTEM"	B	YAKIMA	Investor	14	7	7	0	06/11/2002	411 EGAN LN	WAPATO	WA	98951
AA032	WHITMAN MOBILE PARK	B	YAKIMA	Investor	15	5	5	0	06/11/2002	7001 OCCIDENTAL	YAKIMA	WA	98903
AA033	MATTESON WATER SYSTEM	B	BENTON	Private	5	2	2	2	06/13/2002	58606 N EVERT RD	BENTON CITY	WA	99320
AA036	LA DUKE & FOGLE EQUIPMENT INC	B	STEVENS	Investor	0	0	1	1	06/18/2002	635 HWY 395 S	COLVILLE	WA	99114
AA037	RAINBOW VALLEY CHURCH	B	OKANOGAN	Investor	0	0	1	0	06/19/2002	43 HORIZON DRIVE	TONASKET	WA	98855
AA038	CLEAR WATER COMPANY #1	B	WALLA WALLA	Investor	24	9	9	0	04/01/2002	308 EAST B CIRCLE	PASCO	WA	99301
AA039	HERMOSILLO WATER SYSTEM	B	BENTON	Private	11	1	2	2	06/25/2002	134401 W KING TULL RD	PROSSER	WA	99350
AA040	GILCHRIST WATER SYSTEM	B	WHITMAN	Investor	2	1	2	2	03/12/2002	2501 UPPER UNION FLAT RD	COLFAX	WA	99111
AA041	SKEEN WATER SYSTEM	B	BENTON	Private	1	1	2	2	06/25/2002	28104 S CARLSON	KENNEWICK	WA	99337
AA042	YAK CO - WISEACRE	B	YAKIMA	County	15	6	6	0	06/25/2002	128 N 2ND ST - 4TH FLOOR COURTHOUSE	YAKIMA	WA	98901
AA043	RUBIN WATER SYSTEM	B	CHELAN	Private	10	4	4	4	06/28/2002	PO BOX 2216	LEAVENWORTH	WA	98826
AA044	CASCADE VIEW ESTATES #1	B	KITTITAS	Investor	24	12	12	13	06/28/2002	2503 KILMORE ROAD	ELLENSBURG	WA	98926
AA045	CASCADE VIEW ESTATES #2	B	KITTITAS	Investor	24	11	11	13	06/28/2002	2503 KILMORE ROAD	ELLENSBURG	WA	98926
AA046	CASCADE VIEW ESTATES #3	B	KITTITAS	Investor	14	7	7	10	06/28/2002	2503 KILMORE ROAD	ELLENSBURG	WA	98926
AA048	CEDAR TREE	B	JEFFERSON	Private	11	1	1	1	07/01/2002	PO BOX 102	PORT TOWNSEND	WA	98368
AA050	RUBY CREEK - AF SURVIVAL SCHOOL	B	PEND OREILLE	Federal	0	0	1	0	07/09/2002	92ND CES/CEOIU	FAIRCHILD AFB	WA	99011
AA051	"BAKER, NAT & KRIS WATER SYSTEM"	B	STEVENS	Investor	0	0	1	0	07/09/2002	677 PEND OREILLE LP	COLVILLE	WA	99114
AA052	ONEILL STEEL FABRICATION INC	B	PEND OREILLE	Investor	3	1	2	0	07/11/2002	220 KIRKPATRICK RD	ELK	WA	99009
AA054	STUMPFF WATER SYSTEM	B	PIERCE	Private	6	2	2	2	06/29/2002	12209 274TH AVE E	BUCKLEY	WA	98321
AA055	TALLMAN WATER SYSTEM	B	ISLAND	Association	3	1	2	4	07/08/2002	5421 WOODARD AVE	FREELAND	WA	98249
AA056	ZACK PARKER WATER SYSTEM	B	KING	Private	10	3	3	0	06/19/2002	38410 SE 4TH	SNOQUALMIE	WA	98065
AA057	WHISPERING FIRS BED & BREAKFAST	B	SKAGIT	Private	2	1	1	0	06/04/2002	19357 KANAKO LN	MT VERNON	WA	98274
AA059	VICTORIA WATER SYSTEM	B	PIERCE	Investor	5	2	2	0	07/25/2002	PO BOX 78	GIG HARBOR	WA	98335
AA060	BURKE WATER	B	MASON	Private	0	0	1	2	07/29/2002	PO BOX 123	PORT ORCHARD	WA	98366
AA061	STERLING ESTATES EAST	B	THURSTON	Investor	18	6	6	6	07/29/2002	PO BOX 676	EAST OLYMPIA	WA	98540
AA062	STERLING ESTATES WEST	B	THURSTON	Investor	15	5	5	5	07/29/2002	PO BOX 676	EAST OLYMPIA	WA	98540
AA063	THOMPSON	B	CLARK	Private	4	2	2	2	07/31/2002	1612 NE 239TH AVE	CAMAS	WA	98607
AA064	STEIGMAN WATER	B	CLARK	Private	3	3	3	3	07/31/2002	38201 NE 216TH CT	AMBOY	WA	98601
AA066	STYRES WATER	B	CLARK	Private	6	3	3	2	07/31/2002	18615 NE YACOLT MT RD	YACOLT	WA	98675
AA068	STROUD/SNYDER WATER	B	CLARK	Private	8	2	2	2	07/31/2002	3777 ADDY ST NO 18	WASHOUGAL	WA	98671
AA069	SCHEEL WATER	B	CLARK	Private	7	2	2	2	07/31/2002	12111 NE 254TH ST	BATTLE GROUND	WA	98604
AA070	CAMERON	B	GRAYS HARBOR	Private	8	4	4	0	08/01/2002	PO BOX 353	COPALIS BEACH	WA	98535
AA071	SOLIE WATER	B	CLALLAM	Private	6	2	2	2	08/01/2002	142 TWIN VIEW DR	SEQUIM	WA	98382
AA074	PYLKKI WATER	B	CLARK	Private	5	3	3	3	08/01/2002	5601 NE 199TH ST	VANCOUVER	WA	98686
AA078	HARKLEROAD WATER	B	CLARK	Private	4	2	2	2	08/02/2002	36905 NE N FORK AVE	LA CENTER	WA	98629
AA079	FURNIA WATER	B	CLARK	Private	4	2	2	2	08/02/2002	7019 NE NORTHRIDGE LN	LA CENTER	WA	98629
AA081	HEFFLIN WATER	B	CLARK	Private	3	2	2	2	08/02/2002	PO BOX 2678	BATTLE GROUND	WA	98604
AA082	NOSACK	B	CLARK	Private	2	1	2	2	08/02/2002	17700 NW 31ST AVE	RIDGEFIELD	WA	98642
AA083	RIDGEWATER ESTATES #3	B	KITTITAS	Private	5	2	2	2	08/05/2002	10228 NE 24TH ST	BELLEVUE	WA	98004
AA084	RIDGEWATER ESTATES #5	B	KITTITAS	Private	5	2	2	2	08/05/2002	30024 113TH PL SE	AUBURN	WA	98092
AA085	"DOTY, ROBERT E."	B	FRANKLIN	Private	6	2	2	2	08/05/2002	3512 RD 88	PASCO	WA	99336
AA086	SUMMER CAMP	B	CHELAN	Private	18	9	9	0	08/05/2002	255 STAYMAN FLATS RD	CHELAN	WA	98816
AA087	CHAR-DONNIE	B	LINCOLN	Investor	16	3	3	4	08/06/2002	45860 GEOSTAR DRIVE	GRAND COULEE	WA	99133
AA088	UNCLE TIMS CABINS	B	CHELAN	Investor	0	1	12	9	08/06/2002	PO BOX 1947	CHELAN	WA	98816
AA090	APPLETON FIRE HALL	B	KLICKITAT	County	0	0	1	0	08/06/2002	PO BOX 44	APPLETON	WA	98602
AA091	FOX RD WATER ASSN	B	CHELAN	Private	13	5	5	6	08/06/2002	PO BOX 562	LEAVENWORTH	WA	98826
AA092	CHARBONNEAU CAMP #2	B	WALLA WALLA	Investor	5	1	2	2	08/09/2002	PO BOX 965	RICHLAND	WA	99352
AA093	ANGELS DAYCARE	B	FRANKLIN	Private	14	2	2	0	08/09/2002	340 HAWORTH RD	PASCO	WA	99301
AA094	BENCH VIEW WELL	B	ADAMS	Investor	24	8	8	0	08/14/2002	778 S HEEB LN	OTHELLO	WA	99344
AA095	RIDGEWATER ESTATES 2	B	KITTITAS	Investor	10	4	4	4	08/14/2002	16506 79TH PL NE	KENMORE	WA	98028
AA096	WHITNEY WATER SYSTEM	B	BENTON	Investor	10	2	2	2	08/14/2002	1033 COUNTRY CT	RICHLAND	WA	99352
AA097	DECEPTION SHORES WATER ASSOCIATION	B	SKAGIT	Private	4	2	2	2	09/15/2004	PO BOX 2243	OAK HARBOR	WA	98277
AA098	MULNO COVE	B	SAN JUAN	Private	3	1	2	1	08/08/2002	2551 CATTLE PT RD	FRIDAY HARBOR	WA	98250
AA099	YOUNGS STRAWBERRY PT WATER SYSTEM	B	ISLAND	Association	12	4	4	4	08/08/2002	2354 STRAWBERRY LN	OAK HARBOR	WA	98272
AA102	NORTH COUNTRY EMS	B	CLARK	Private	0	0	1	2	08/21/2002	PO BOX 172	YACOLT	WA	98675
AA103	CISNEY WATER	B	CLARK	Private	6	2	2	2	08/21/2002	306 NE 257TH AVE	CAMAS	WA	98607
AA104	JOSLIN WATER	B	CLARK	Private	4	2	2	2	08/21/2002	15215 NE WINSOR DR	BRUSH PRAIRIE	WA	98606
AA105	MARTIN	B	CLARK	Private	8	2	2	2	08/21/2002	516 SE MORRISON ST STE 410	PORTLAND	OR	97214-2344
AA106	KANOOTH WATER	B	CLARK	Private	5	2	2	2	08/21/2002	2313 NE 209TH ST	RIDGEFIELD	WA	98642
AA107	MCALLISTER WATER	B	CLARK	Private	4	2	2	2	08/21/2002	PO BOX 162	LA CENTER	WA	98629
AA108	LOST ACRES HOMEOWNERS ASSN	B	BENTON	Private	12	4	4	4	08/23/2002	66826 E 669 PRNE	RICHLAND	WA	99352
AA109	FLANAGAN & JONES	B	GRANT	Private	0	0	1	1	08/19/2002	PO BOX 487	QUINCY	WA	98848
AA110	SUMMER FALLS PARK	B	GRANT	Federal	0	0	1	0	08/27/2002	PO BOX 815	EPHRATA	WA	98823
AA111	VANLAEKEN WATER	B	CLARK	Private	2	3	3	2	08/26/2002	3300 NW 166TH ST	RIDGEFIELD	WA	98642
AA112	STINSON WATER	B	CLARK	Private	6	3	3	3	08/26/2002	PO BOX 526	SEASIDE	OR	97138
AA113	THOMAS WATER	B	CLARK	Private	4	2	2	2	08/26/2002	14106 NE 119TH ST	BRUSH PRAIRIE	WA	98606
AA114	MATRANGA WATER	B	CLARK	Private	3	2	2	2	08/26/2002	2414 NW 369TH ST	LA CENTER	WA	98629
AA115	COLUMBIA VISTA CORP #2	B	CLARK	Private	0	0	3	0	08/27/2002	PO BOX 489	VANCOUVER	WA	98666
AA116	YAK CO - BUCHANAN WATER SYSTEM	B	YAKIMA	County	9	3	3	0	08/28/2002	128 N 2ND ST - 4TH FLOOR COURTHOUSE	YAKIMA	WA	98901
AA119	WEST SHORE DRIVE WATER SYSTEM	B	PEND OREILLE	Association	12	10	10	10	09/03/2002	282 WEST SHORE DRIVE	NEWPORT	WA	99156
AA120	JONES WATERWORKS	B	KITTITAS	Investor	12	4	4	4	09/03/2002	8601 184TH DR SE	SNOHOMISH	WA	98290
AA121	SCHWABEN	B	CHELAN	Investor	2	1	1	4	09/03/2002	7711 DEAN ST WEST	LAKEWOOD	WA	98499-7913
AA122	BASELINE .5 WATER SYSTEM	B	GRANT	Investor	8	2	2	4	09/05/2002	14686 BASELINE .5 SE	MOSES LAKE	WA	98837
AA123	SMITH FAMILY FARMS	B	BENTON	Investor	6	2	2	2	09/05/2002	40106 KENDALL RD	BENTON CITY	WA	99320
AA124	THORNTON-BURTON	B	BENTON	Investor	2	2	2	2	09/05/2002	62209 E 99 PR SE	BENTON CITY	WA	99320
AA125	MONT LAMM BELGIANS	B	SPOKANE	Investor	0	0	1	3	09/05/2002	7501 W ENOCH RD	CLAYTON	WA	99110
AA126	STILES WATER	B	CLARK	Private	2	2	2	2	09/11/2002	15113 NE 19TH ST	BRUSH PRAIRIE	WA	98606
AA128	KITZ SHORT PLAT WATER SYSTEM	B	KITTITAS	Investor	12	4	4	4	09/12/2002	PO BOX 618	NORTH BEND	WA	98045-0618
AA129	SEMSTREAM	B	ADAMS	Investor	0	0	1	1	09/12/2002	3988 N POLZIN RD	JANESVILLE	WI	53545
AA130	SANDSTONE WATER	B	THURSTON	Private	12	4	5	0	09/13/2002	PO BOX 486	OLYMPIA	WA	98507
AA131	RICHARDSON	B	PIERCE	Investor	13	5	5	6	09/16/2002	6800 MERIDIAN RD SE	OLYMPIA	WA	98513-6302
AA132	PATHFINDER	B	MASON	Investor	12	4	4	4	09/17/2002	PO BOX 2026	SHELTON	WA	98584
AA133	ZIRKLE-VINO	B	GRANT	Investor	20	5	5	5	09/24/2002	PO BOX 190	SELAH	WA	98942
AA135	STONE PLACE H20 USERS	B	YAKIMA	Investor	8	4	4	0	09/25/2002	PO BOX 8310	YAKIMA	WA	98908
AA136	K VINTNERS	B	WALLA WALLA	Private	1	1	2	0	09/25/2002	PO BOX 2155	WALLA WALLA	WA	99362-2155
AA137	TREASURE RIVER	B	THURSTON	Private	24	6	6	6	09/27/2002	8016 SW TREASURE RIVER TERRACE	OLYMPIA	WA	98512
AA138	EAGLE CREST	B	MASON	Investor	8	3	3	3	10/14/2002	PO BOX 123	PORT ORCHARD	WA	98366
AA140	SANDPIPER IMPROVEMENT DISTRICT	B	BENTON	Investor	21	8	8	8	10/15/2002	PO BOX 248	PATERSON	WA	99345
AA141	WALISER WATER SYSTEM	B	WALLA WALLA	Investor	3	1	1	0	10/15/2002	1956 JB GEORGE RD	WALLA WALLA	WA	99362
AA142	LEWIS CO FIRE DIST #5 STATION #3	B	LEWIS	Private	0	0	1	0	10/15/2002	JACKSON HWY	CHEHALIS	WA	98532
AA143	PRUETT WATER SYSTEM	B	FRANKLIN	Investor	7	2	2	2	10/15/2002	PO BOX 487	CONNELL	WA	99326
AA144	ENCHANTMENT RIDGE #2	B	MASON	Investor	10	4	4	6	10/15/2002	PO BOX 123	PORT ORCHARD	WA	98366
AA145	G-B PROPERTIES WWW 2	B	CHELAN	Investor	0	0	3	6	10/15/2002	18623 BEAVER VALLEY RD	LEAVENWORTH	WA	98826
AA146	PLAIN COMMUNITY CHURCH	B	CHELAN	Investor	4	2	4	4	10/15/2002	18547 HAZEL STREET	LEAVENWORTH	WA	98826
AA147	SOUTH HAVEN HEIGHTS	B	CLALLAM	Investor	1	1	1	6	10/16/2002	PO BOX 2505	SEQUIM	WA	98382
AA149	ZIMMERMAN WATER	B	CLARK	Investor	2	2	2	2	10/16/2002	19909 NW 61ST AVE	RIDGEFIELD	WA	98642
AA151	SATSOP UNITED METHODIST CHURCH	B	GRAYS HARBOR	Private	1	1	2	0	10/22/2002	PO BOX 55	SATSOP	WA	98538
AA152	ELD INLET HOMEOWNERS	B	THURSTON	Investor	8	3	3	0	01/21/2005	6101 MINK ST NW	OLYMPIA	WA	98502
AA153	BTI	B	LEWIS	Investor	0	0	1	1	10/22/2002	1162 NW STATE AVE	CHEHALIS	WA	98532-0813
AA154	LYFORD MCCOY WATER SYSTEM	B	SNOHOMISH	Private	3	2	2	2	09/30/2002	4717 87TH AVE NE	EVERETT	WA	98205
AA156	NWEBSTER WATER SYSTEM	B	PIERCE	Private	5	2	2	0	09/04/2002	24303 122ND AVE E	GRAHAM	WA	98338
AA158	MAURY HILLS WATER SYSTEM	B	KING	Private	7	3	3	3	09/26/2002	24029 59TH AVE SW	VASHON	WA	98070
AA159	STERLING HEIGHTS #2 WATER SYSTEM	B	ISLAND	Association	8	3	3	4	10/10/2002	122 STERLING CT	COUPEVILLE	WA	98239
AA160	TERHUNE WATER SYSTEM	B	KING	Private	8	3	3	3	10/07/2002	18539 SE TIMBERLANE BLVD	COVINGTON	WA	98042
AA161	GRAHAM HILL WELL WATER SYSTEM	B	PIERCE	Private	12	4	4	4	09/05/2002	25205 94TH AVE E	GRAHAM	WA	98338
AA162	STONES THROW WATER SYSTEM	B	SAN JUAN	Association	6	5	5	5	09/19/2002	PO BOX 2960	FRIDAY HARBOR	WA	98250
AA163	ROREX WATER SYTEM	B	ISLAND	Association	5	3	3	3	08/23/2002	PO BOX 200	LANGLEY	WA	98260
AA164	TRUMBLE & GIBBS WATER SYSTEM	B	SAN JUAN	Private	4	1	2	1	07/29/2002	PO BOX 309	DEER HARBOR	WA	98243
AA165	EAGLE RIDGE WATER SYSTEM	B	SAN JUAN	Association	6	5	5	13	10/24/2002	PO BOX 52	EAST SOUND	WA	98245
AA166	BILLINGTON WATER SYSTEM	B	KING	Private	7	3	3	0	05/16/2002	27175 SE 27TH ST	SAMMAMISH	WA	98027
AA167	SWEET WATER 2	B	THURSTON	Private	10	4	4	6	10/25/2002	PO BOX 123	PORT ORCHARD	WA	98366
AA168	CLEAR WATER	B	STEVENS	Investor	0	0	1	1	10/29/2002	PO BOX 374	REARDON	WA	99029
AA169	BEUS/FLANARY	B	FRANKLIN	Investor	9	2	2	2	10/29/2002	4424 E VINEYARD DR	PASCO	WA	99301
AA170	MOORE BED & BREAKFAST	B	CHELAN	Investor	2	1	2	2	10/29/2002	680 COOPER GULCH RD	MANSON	WA	98831
AA171	KITTITAS SERVICE CENTER PSE	B	KITTITAS	Investor	0	0	1	1	10/29/2002	PO BOX 97034	BELLEVUE	WA	98004
AA172	WHEATLAND EXPRESS	B	WHITMAN	Investor	0	0	1	1	10/31/2002	PO BOX 125	PULLMAN	WA	99163
AA173	SUMMIT QUARRY WATER SYSTEM	B	WHITMAN	Investor	0	0	1	1	10/31/2002	PO BOX 421	PULLMAN	WA	99163
AA174	GARNER WATER	B	CLARK	Investor	4	2	2	2	11/01/2002	4834 ROLLING MEADOWS DR	WASHOUGAL	WA	98671
AA175	WINCHESTER RV PARK	B	GRANT	Investor	18	6	6	0	11/13/2002	6066 DODSON RD SW	ROYAL CITY	WA	99357-9702
AA176	MATHEWS FARM	B	GRANT	Private	6	5	5	0	11/13/2002	20892 RD 5 SW	QUINCY	WA	98848
AA177	"YACKLEY, TIM"	B	GRANT	Investor	14	13	13	0	11/13/2002	8336 ROAD D.4 SE	OTHELLO	WA	99357
AA178	SKAMANIA COVES RESORT 2	B	SKAMANIA	Investor	1	1	1	0	10/07/2002	882 SKAMANIA LANDING RD	SKAMANIA	WA	98648
AA179	WORDEN ORCHARDS	B	CHELAN	Investor	18	6	6	6	11/21/2002	11617 KATHY DR	SPOKANE	WA	99218
AA180	ROLLING ROCK	B	CHELAN	Investor	12	3	3	3	11/21/2002	262 APPLE ACRE RD	CHELAN	WA	98816
AA183	RIVER RUN RANCH	B	LEWIS	Association	0	0	2	2	11/27/2002	1162 NW STATE AVE	CHEHALIS	WA	98532-0813
AA184	SELKIRK WATER	B	SPOKANE	Private	15	5	5	5	12/02/2002	PO BOX 841	NEWMAN LAKE	WA	99025
AA185	BEECHER HILL HOUSE	B	CHELAN	Investor	2	1	1	1	12/06/2002	PO BOX 516	DRYDEN	WA	98821
AA186	LAKE SHORE WATER DISTRICT	B	SKAMANIA	Private	14	7	7	7	12/09/2002	41 PRIVATE LAKE ROAD	WHITE SALMON	WA	98672
AA187	STABLER	B	SKAMANIA	Private	4	2	2	2	12/09/2002	11907 SE 108TH	PORTLAND	OR	97266
AA188	PRINCE TODD	B	SKAMANIA	Private	4	2	2	2	12/09/2002	111 WILSON RD	WASHOUGAL	WA	98671
AA189	NELSON CREEK WATER	B	SKAMANIA	Private	6	2	2	2	12/09/2002	PO BOX 428	STEVENSON	WA	98648
AA190	RICHARDS	B	SKAMANIA	Private	5	2	2	2	12/09/2002	1871 MABEE MINES RD	WASHOUGAL	WA	98671
AA191	HOOSIER WAY	B	SKAMANIA	Investor	9	2	2	2	12/10/2002	PO BOX 465	WASHOUGAL	WA	98671
AA193	SANDERS RD SHORT PLAT	B	KITTITAS	Investor	8	3	3	4	12/12/2002	PO BOX 1208	ELLENSBURG	WA	98926
AA194	CROWS NEST ACRES	B	OKANOGAN	Investor	16	4	4	4	12/12/2002	11 CROWS NEST RD	RIVERSIDE	WA	98849
AA195	LAKE EASTON ESTATES #9	B	KITTITAS	Association	12	6	6	6	12/18/2002	"1911 SW CAMPUS DRIVE, #724"	FEDERAL WAY	WA	98023
AA196	LAKE EASTON ESTATES #6	B	KITTITAS	Association	12	6	6	6	12/18/2002	"1911 SW CAMPUS DRIVE, #724"	FEDERAL WAY	WA	98023
AA197	LAKE EASTON ESTATES #7	B	KITTITAS	Association	12	6	6	6	12/18/2002	"1911 SW CAMPUS DRIVE, #724"	FEDERAL WAY	WA	98023
AA198	LAKE EASTON ESTATES #8	B	KITTITAS	Association	12	6	6	6	12/18/2002	"1911 SW CAMPUS DRIVE, #724"	FEDERAL WAY	WA	98023
AA200	WILSON R WATER SYSTEM	B	KING	Private	5	5	5	0	08/14/2002	25825 104TH AVE SE	KENT	WA	98031
AA201	SUMMER RUN SYSTEM D	B	PIERCE	Investor	12	6	6	0	12/20/2002	219 LITTLE ST SW	TUMWATER	WA	98512-6929
AA202	SUMMER RUN SYSTEM A	B	PIERCE	Investor	4	2	2	0	12/20/2002	219 LITTLE ST SW	TUMWATER	WA	98512-6929
AA203	SUMMER RUN SYSTEM C	B	PIERCE	Private	12	6	6	0	12/18/2002	219 LITTLE ST SW	TUMWATER	WA	98512-6929
AA204	SUMMER RUN SYSTEM B	B	PIERCE	Private	8	4	4	0	12/18/2002	219 LITTLE ST SW	TUMWATER	WA	98512-6929
AA205	WILD FERN #2 WATER SYSTEM	B	SKAGIT	Private	2	1	1	3	12/20/2002	50287 STATE ROUTE 20	CONCRETE	WA	98237
AA206	WHIDBEY WOODS NORTH WATER SYSTEM	B	ISLAND	Association	5	5	5	6	12/20/2002	5421 WOODARD AVE	FREELAND	WA	98249
AA207	CRATER WATER SYSTEM	B	PIERCE	Private	5	2	2	4	12/20/2002	18216 174TH ST E	SUMNER	WA	98390
AA208	MACKEY	B	PIERCE	Investor	20	6	6	6	12/20/2002	PO BOX 336	GIG HARBOR	WA	98335-0336
AA209	BENSTON DRIVE EAST COMMERCIAL W.S.	B	PIERCE	Investor	0	0	6	6	12/20/2002	12419 51ST ST CT E	EDGEWOOD	WA	98372
AA210	HALVORSEN WATER SYSTEM	B	PIERCE	Private	6	2	2	2	12/20/2002	18305 70TH ST CT KPS	LONGBRANCH	WA	98136
AA211	CAMANO RIDGE WATER ASSOCIATION	B	ISLAND	Association	9	3	3	4	12/20/2002	PO BOX 2243	OAK HARBOR	WA	98277
AA212	J & J  WATER SYSTEM	B	KING	Private	10	4	4	4	12/20/2002	548 DICKSON AVE	ENUMCLAW	WA	98022
AA213	LONETREE ROAD WATER SYSTEM	B	SKAGIT	Private	4	2	2	0	12/20/2002	1740 N BRIDECK LN	OAK HARBOR	WA	98277
AA216	"CAMPBELL, MARK"	B	CLARK	Private	5	2	2	2	01/06/2003	23012 NE 101ST CIRCLE	VANCOUVER	WA	98682
AA217	KOPKIE	B	CLARK	Private	2	2	2	2	01/07/2003	27331 NE 69TH AVE	BATTLE GROUND	WA	98604
AA218	WOODS & NASH	B	CLARK	Private	2	2	2	2	01/07/2003	32101 NE 64TH AVE	LA CENTER	WA	98629
AA219	"HUNTER, JAMES"	B	CLARK	Private	2	2	2	2	01/07/2003	11116 NE 156TH ST	BRUSH PRAIRIE	WA	98606
AA223	RYAN HARVEY SHORT PLAT	B	OKANOGAN	Investor	4	3	3	4	01/22/2003	1 HWY 7 S	TONASKET	WA	98855
AA224	NOLD PLAT	B	OKANOGAN	Investor	9	4	4	4	01/22/2003	14B HAUSSLER RD	OMAK	WA	98841
AA225	OLTJENBRUNS - 1	B	BENTON	Investor	9	2	2	2	01/22/2003	215 W 19TH AVE	KENNEWICK	WA	99337
AA226	GRANDVIEW FARMS OFFICE	B	WALLA WALLA	Private	2	1	2	2	01/22/2003	PO BOX 1306	PASCO	WA	99301
AA227	THOMPSON WELL	B	YAKIMA	Investor	6	6	6	6	01/24/2003	1551 ELK RIDGE LANE	SELAH	WA	98942
AA228	"FRANK, RON WATER USERS ASSN"	B	YAKIMA	Investor	6	3	3	0	01/24/2003	1272 ST HILLAIRE RD	YAKIMA	WA	98901
AA229	DIERO WATER ASSN	B	YAKIMA	Investor	10	4	4	4	01/27/2003	306 BOWERS ROAD	YAKIMA	WA	98908
AA231	BLACK HAWK RIDGE 3	B	CLALLAM	Investor	2	2	2	6	01/30/2003	616 E FRONT ST	PORT ANGELES	WA	98362
AA232	BLACK HAWK RIDGE 1	B	CLALLAM	Investor	2	2	2	0	01/30/2003	616 E FRONT ST	PORT ANGELES	WA	98362
